text,label,char count,source
"here is the deal. When Windows 2000 will be introduced , the hardware required to run it will be too expensive to buy in volume. While it may not be as big an issue with individual servers , it can be an issue with volume purchases. I bet many companies will either delay purchases or go for a more efficient OS than Win2K. Mohawk Software Windows 95 , Windows NT , UNIX , Linux. Applications , drivers , support. Unfortunately , if it were just a matter of expense , NT would be dead. What we really have is a corporate world headed by techno-phobes who buy what is big-named and not what works. If M $ made OSs like they played to the press , Win95 would have been the greatest OS ever made. J. J. Horner ( REMOVE NOSPAM before replying ) System has been up 11 : 15pm up 9 days , 7 : 13 , 1 user , load average : 0.00 , 0.05 , 0.01 
",0,835,razavai
"Hello , I recently purchased a SCSI CD-RW ( Philips CDD3600 ) and I am trying to get it to work with OS/2 Warp 4 ( Fixpak 11 ) . I have installed CDrecord/2 and some GUI interfaces ( CDwrite , CDTools ) . Where are CDwrite and CDTools ? Neither Hobbes nor Leo seem to have them. Pierre Pierre Jelenc | The Cucumbers "" Total Vegetility "" is out ! | Pawnshops "" Three Brass Balls "" is out ! The New York City Beer Guide | RAW Kinders "" CD EP "" is out ! 
",0,452,razavai
"Gravity , according to my Ordered Freedom theory , is a consequence of heat flowing out of a spherical-like body in the steady state. The gravimeter with its thermally isolated test mass has obscured over the years that gravity may be related to heat and not to mass. My words. Gravity is related to mass as its acts on material structures. But that is all. I believe the Podkletnov effect demonstrates that gravity is heat related. I believe the large , spinning , cold ( below 77 K ) superconductor was able to cool things down enough so that a 2 % weight loss was observed. During a solar eclipse , Saxl observed a 5 % weight gain in his torsion pendulum. Thank you. Any refference ? Of course high minded scientists with their gravimeters and efforts to thermally isolate everything have had a hard time replicating both Podkletnovs and Saxls work. To me with this work and Schnurers work the superconductor is too small to produce an observable change of weight. But I am not sure. And its hard to separate out the effect of the liquid nitogen fumes. I get a 2.9 % weight loss by illuminating the insides of a 0.82 m hollow aluminum sphere with 3000 watts of infrared heat. With a colander and the same power I get a 1.6 % weight loss. I have also made control runs to separage the spurious heat effects from the genuine gravity effects. Did you accont for convection of surrounding air ? I looked at your page and from what I could figure out , this aspect may have been omited. Another thing : My test mass looks more like a UFO than does Podkketnovs or Schnurers test mass. Why do UFOs hover silently ? Could they be kicking heat out the bottom like my 0.82 m hemisphere does ? UFOs are touchy when a light is flashed on them. When I take a photo of my device during a test a slight change of weight occurs at the instance of the flash from the camera. How good is this statement ? I mean how certain are you ? Peter Fred Regards Slavek . 
",0,1948,razavai
"As of late it seems like every question I have been asking has been classified as a "" classic C + + problem "" or "" an example of pure evil in C + + "" . I would like to know if there are any recommended texts that deal specifically with the "" classic problems "" ? I would much rather read through such a book and make myself readily aware of the C + + "" toughies "" and perhaps even be able to help others out rather than just post question after question and leech knowledge from the group. Sure. "" Objects Unencapsulated "" is full of them. Follow the link in my signature. Ian Joyner Objects Unencapsulated 
",0,608,razavai
"Anyone have any more info ? Phone number , URL , or Name of the group that sponsors the swap ? Thanks , Tim Same date - 10/16 - but no longer at the Armory. New location : CT Expo Center Off I-91 exit 33 Left on Rev. Moody Overpass . 
",0,235,razavai
"and FP42 ( for Warp Server ) is at : r_w042/ 
",0,46,razavai
"i want to know about their decision to quit race 
",0,50,razavai
"i want a program where my ip will show other people a diffrent ip address.any other tips to close netbios or sucure port 139 i did a few things but extra seercurity for itthank-you . 
",0,184,razavai
"the only answer i know for you is that whatever the settings are when you close the IDE ( i.e. whatever forms you have open ) will be opened when the project loads next time Hi. How do you change the default size of the code and project ( the white background part ) windows ? it is just annoying me and i would like too know because it starts out really wide. Another IDE question how do you change it so when a project loads the default form , or any other , is showed ? Thanks , Richie Richie V. Icq # 29665407 Referral = ANP-563 make money while you surf , Shameless promotion . 
",0,584,razavai
"The Chuberian one : ) : ) ALMO is right ! 
",0,43,razavai
"I use the strip film holder that requires me to manually position each frame. I dont trust friction fed feeders. it is not necessarily the scanner that scratched your film. Grit happens , just like dust , and this requires impeccible dusting and cleaning and care . 
",0,267,razavai
"( referring to ) Lets celebrate a VICTORY of world citizens against industrial giant Monsanto Company a victory against Terminator Technology , and for farmers rights and food security worldwide ! it is a victory for the activists all right. Whether it is a victory for farmers or consumers is extremely doubtful. Farmers would have had their choice as to whether to use the technology or not. Now they do not have this choice , because of people who think they know what is best for them. Terminator technology is worse than having to upgrade software every now and then. The software doesnt "" terminate "" but it doesnt work as well. It is of great benefit to Microsoft , and to a lesser extent Apple , and other SW producers. Tell us your precise understanding of terminator technology. I am not sure if "" farmer "" is a fair description of the users of genetically modified seeds which require a high degree of mechanization. The average American farm is now just about 500 acres. Farmers use a high degree of mechanization. Look at my web page Among other things it contains a 1921 ad for a tractor. The slogan was "" Keep the boy in school "" . Anyway , human beings , being what they are , rightly or wrongly , will not buy a type of food if they know it has foreign genes which produce a pesticide or herbicide in it. it is not going to happen. Almost all plants produce pesticides naturally and many produce herbicides. Have you thought about why grass doesnt grow under pine trees ? John McCarthy , Computer Science Department , Stanford , CA 94305 He who refuses to do arithmetic is doomed to talk nonsense . 
",0,1617,razavai
". arf arf arf Is that you , Fluffy ? Does Fluffy have 3 heads ? No , but she is insistent sometimes . 
",0,103,razavai
". Personally , I think the notion that a compiler can or ought to only see one source file of the program at a time is the anachronism. Yep. The time has come to let the programmer decide the issue , not the language designer or the implementor. There are cases in which the program in question needs all the interprocedural analysis that modern compiler technology can provide. There are other cases in which the programmer desires to save compilation time by limiting interprocedural analysis to link-time and later. It should be the programmers choice. J. Giles 
",0,566,razavai
""" What am I misreading , here ? "" Ah. Reactance ! = Impedance. Xc = minus foo/z. Duh. This shows up in bode plots as a monotonic phase curve : The frequency increases = the reactance increases = the imaginary component increases = the phase increases. Blair "" Unless I got that wrong , too. "" 
",0,294,razavai
"i want you tell me some nice short student joke 
",0,49,razavai
"I threw caution to the winds today and simply installed 2.1 into my PMMail directory.all went wellI lost no data , and my registration info was untouched. So I would call this a free upgrade. Exactly what it upgrades I am not sure about.there didnt seem to anything in the readme file to indicate new or improved features [ but then I was just home after working a nightshift , so my consciousness was slightly altered. ] . There is at least one improvement. You no longer get black blobs at the end of every line when you print an email on an HP LJ : ) That was pretty much the last bug in my list - its looking real nice. The new icon is cool too hehehe. Craig 
",0,664,razavai
"The fact that you can the bad guys in Doom64 to kill each other still blows my mind . 
",0,87,razavai
"The issue isnt batch scanning. Both WhOops and I suggested the strip holder to avoid the potential for friction scratches . 
",0,125,razavai
"i want to hear microsoft joke 
",0,31,razavai
"Anyone know what the easiest way to monitor traffic through a Raptor v6 by dest. domain and source host name ? Thanks in advance for any help you can muster Carl 
",0,163,razavai
"Have you installed any other visual studio product along with VB 6 ? Two months ago I installed VB 6.0. I have win 98 ( not 2nd edition ) with IE 5.0. From the first time when I was surfing from one site to other i had two dialog boxes : First "" A run time error has occured. Do you wish to debug ? Line984 Error XMLParser is undefined "" and the second "" A run time error has occured.Do you wish to debug ? Line 230 Error 230 XMLParser is undefined "" . First I installed SP 2 for VB6.0 i visited the Microsofts site which telling that we had to install SP3. I installed it but nothing done.I unistalled VB but messages errors arent stopping.Is there anyway before formatting the Hard Disk ? Thanks Spiros Posted via CNET Help.com 
",0,731,razavai
"arf arf arf Is that you , Fluffy ? Does Fluffy have 3 heads ? 
",0,63,razavai
"All of us by personal experience know there are teachers and there are teachers. Some deserved and deserve the praise. Others are filling space. It makes no difference if they are professors/academics or public school teachers. Its the same in any profession no matter the location , too.Some excel , others flounder. All of us know of the connection in re : to the history of the Macedonians with the Greeks. All of us do not see it the same way. Thats fine with me. Well , yes , there was a time when it was not important to defend my Macedonian heritage nor is it important anywhere else other than this medium to have to do it now and that is even in the company of the Greeks I happen to know. I dont recall ever seeing you defending your heritage. HRA PS Not too long ago , I read in a book that the phalanx was strictly a Macedonian military tactic and worked only with the Macedonians long swords in it. It also stated that the Greeks were unable to be an integral part of it due to their having short swords. It was the pike my dear , the pike. Hmmm Epameinondas of Thebes wouldnt quite agree with your statements. I did submit this to the ng with the citation. No , I do not have it available now. Maybe its in the archives here. Fine. Costas 
",0,1254,razavai
"A question just occurred to me How come all of these Hollow Earth advocates never go to this big huge hole in the ground themselves ? You know , snap a few shots , take a few samples , and then come back and stun the scientific world ? Is there a reason that they make their claims solely on the basis of satellite photos with missing data and third ( or more ) hand reports of long dead explorers ( which were probably fabricated in the first place ) ? it is very dangerous. You might fall in and never get out , and many scientists believe that the underground caverns are full of dangerous carnivorous dinosaurs. It is the same reason that astronauts are never sent to photograph black holes. Gerry Quinn 
",0,709,razavai
"According to Chapman ( very old reference ) a Nuclear Power Station "" costs "" of the order of 36720000 GJ Please give title , author , date. When we are talking about deaths from woodsmoke , we are talking about places with an extremely low level of technology. Providing efficient stoves would be a far more realistic solution to this problem. In practice it is likely that efficient stoves could be produed locally ( from clay or even unburnt earth ) at a tiny fraction of the cost of a swish stainless steel job. The Swedes could afford to donate efficient stoves to the poorest of the poor if they chose to meet their Kyoto targets by using nuclear power rather than more expensive alternatives. They might even be able to donate nuclear power plants to run stainless steel stove factories. There is a certain national pride of self-sufficiency though , so I suppose local coal will be preferred to foreign uranium as the stainless steel stove factory fuel of choice. All the more reason why those who can use uranium should use uranium to make more room in the atmospheric CO2 store for those who cant or wont. No , the only argument for nuclear is in those countries which a ) can afford it , having surplus GNP to invest Including China , India , Pakistan , Brazil , Argentina , Mexico , . Indonesia just built a huge new coal plant for the same money they could have had a nuclear plant. b ) already are producing such unreasonable quantities of CO2 that they need to reduce them , and Most of the CO2 in the next century ( which is most of the CO2 expected to be produced under b.a.u. ) will come from developing countries , not developed countries. c ) are politically capable of taking on board such a curates egg. ? I submit that nuclear power is an unsuitable option for the farmers unless they are energy dependent already. it would make far more sense for us to lessen our own dependence than to encourage others in our wake. Learn more about nuclear power and sustainable development from people who seem to know what they are talking about : dl NOTE : RETURN ADDRESS MAY BE DISABLED IF you are HAVING TROUBLE REPLYING REPLACE "" SPAMNOT "" WITH "" DONLIBBY "" IN THE "" TO "" ADDRESS LINE 
",0,2201,razavai
"hello readers , i was wondering how you tell if a Cobra 148GTL was made by uniden or not ? i have an older 148 and would really like to know who really made it. and is there a way to get about 8-10 watts deadkey out of one of these things ( and who can do it and make it sound better/clearer ) it allready has the extra chans ( never use them , never will ) and 1 more thing , can anything be done to filter the incoming signals more ? the anl/nb does not do much on my 148. thanks all . 
",0,489,razavai
"Hey guys , to those of you who are interested. I will be without web access for a couple weeks after tonight , so if I dont return anybodys email , dont take it personally. See you in a couple weeks ! To those of you who dont know me or dont care , sorry for the wasted space. Jay Atlanta Digital 
",0,298,razavai
"Why is this : # include iostream.h int main ( ) { cout ( 34 , 67 ) endl ; retrun 0 ; } Result : 67. It always prints out the last parameter inside the parentheses. Thanks for the answer . 
",0,189,razavai
"Feudalist said : It could have ended in Sept 1914 , with things once again returning to "" stable and secure "" , if an Italian peddlers son didnt spoil the pasta. Logically speaking , the Germans had to expect that if they invaded France : ( 1 ) the French would resist , and ( 2 ) their Schleiffen Plan would not survive ( unmodified ) its contact with the enemy , because ( 3 ) some of the ways in which the French would resist would surprise the Germans. . Perhaps you should instead consider the possible flaws of a German government and military establishment which put its faith in "" perfect plans "" and failed to consider the possibility that it did not possess a monopoly on initiative or innovation upon the battlefield ? Nah , that would mean realizing that the Second Reich was FLAWED . Actually , according to Keegan , Schleiffen couldnt work through the flaws in the marching plan that was key to getting all the German armies where they needed to be before the French could mobilize and get _their_ troops to the frontiers. In true Micawberish fashion Moltkes staff assumed "" something would turn up "" . It didnt and the French did. I havent been following this thread because Feudalist is PLONKed here. Conscience , that quiet voice that says "" Someone may be watching "" Paul F Austin 
",0,1300,razavai
"Which is more efficient at producing energy from the sun ? Would it make sense to let plants collect the sunrays and then perform chemical processes on the plants to extract the energy ? Z Do you mean like growing trees and burning the wood ? : Sure but it takes a fair bit of effort to get the plant energy into forms readily usable by society , on top of the fact that the best land for growing many plants is often where we want to grow food. But to answer your first question IIRC the efficiency of the best solar cells is now somewhere in the vicinity of a bit over 20 % ( I am sure someone will correct me by posting the latest record or something ) but I dont know what the equivalent figure is for plants. I imagine it depends on the type of plant and how it is used for energy , e.g. corn turned into ethanol gives one efficiency , trees turned into firewood another , but I really dont know for sure. You also have to figure in the energy required to produce the energy ( manufacturing solar cells versus planting , havesting , processing , etc. for plants ) if you want the total picture. At this time there is some energy produced both ways , so they are technically feasible in some sense , but neither has been cheap enough to gain a large market share. Regards , Russell Martin 
",0,1294,razavai
"Every thing in the our universe has mass , right ? So , if my dreams exsist dont they have some weight ? Quick question before proceeding further : Are you serious ? Have fun , Bryan 
",0,184,razavai
"Win 31 does NOT have any problems with speed of 450 or higher. Use it everyday on different machines all + /- 450. Ummhmmm. With or without Win32S ? Alan Computers and people only do what you tell them to do , not what you intended to tell them to do. Consciousness , Physics and the Holographic Paradigm : 
",0,308,razavai
"Forgive me for jumping in here , but I am perplexed by the "" facts "" in this case , and would like someone to explain to me how all of this could have occurred. The seller sold what he believed to be a brand new rim. The buyer after receiving the rim and after visually inspecting it carefully , was satisfied and took it to his LBS to have it built. The mechanic says the rim was "" in pretty bad shape , had been banged around a lot "" , but built it up anyway. Then the mechanic is forced to spend 4x as long as normal to build it up and get it trued and tensioned properly , but in spite of his best efforts,the wheel is still of mediocre quality. Now everyone concerned is unhappy , and all over $ 25. Now , I have been riding a long time and I have owned lots of wheelsets. I think I would know the difference between a new , true rim and one which had been beat up , bent , etc. just by looking at it. How did this rim pass visual inspections by 3 experienced people ( as well as by the manufacturer ) , only to be pronounced N.F.G. after the wheel was finished ? I mean , how could such a poor rim not appear to have any obvious defects beforehand ? If it was warped or out of round , or there were burrs in the spoke holes or loose eyelets , or a flat spot , or the seam joint was rough , wouldnt it have been apparent to someone ? Michael 
",0,1348,razavai
"Thoughts at random : Given the need to fill the frame with 35mm , I would never buy a camera for which I couldnt afford to purchase multiple lenses in a reasonable period of time. The difference between Nikons best lenses and the Leitz lenses is going to be negligible in the real world. Most folks buy Leica because they want , and can afford Leica , not because Leica is the best out there. Paul I am about to plunk down 3 grand on a new camera and I am trying to get the best possible camera/lens I can afford. I am looking for all the help I can get. I am thinking about the Leica R8 , Contax RTSiii , Contax AX , or the Nikon F5. I currently use a Nikon FA. I started on this kick wanting an auto-focus , but then I thought I should concentrate on getting great lenses. After going around in circles for a few weeks I need some serious help. These are the important points as I see them. Leica has great lenses and a body that is easy to operate , but I wish it had an integral winder with auto-bracketing. Contax also has great lenses , but I am not sure if the bodies are as capable and as easy to use as the R8. Also , I can get a great deal on these ( NOT mail order ) so I can afford more than the one lens I can get with the Leica. Nikon has a great body and I could get a lot more lenses for the money. But is it to complicated ? Are the Leica and Zeiss lenses really that much better ? And are they really worth so much more money ? Thank you for your assistance and your expertise. Lou Goldring 
",0,1510,razavai
"THIS IS A LONG ONE Well , not necessarily new , but new enough. I am looking to train in a form of martial art. In the past , I had studied for several years in the style of Ishin Ryu karate , but had to withdraw from courses due to a hip injury. This was nearly 6 years ago. I have decided that it would be a good idea to begin studies again , while I am still relatively young. However , I would like to begin anew in another style. The problem is , with hundreds of styles and forms and variations on those , it is hard to decide. So , my first question is , what would be your recommendation. To help you decide , here is some background on myself and what I am looking for : I am near 63 "" in height. I would consider myself medium build ( a little above average , I bench just over 200 and curl just over 100 , so think of someone like that ) and weigh around 200 pounds ( although I tend to deviate , and am currently losing ) . As far as speed and flexibility , I am still above average , even at my weight. Also , I am 19 years old , so all my joints and bones are still in good shape. As far as what I am looking for , there are a couple of factors : 1 ) Usefulness 2 ) Health I want something that is not just for show. If I were to ever be assaulted or something like that , I would want to be able to defend myself. The one problem that I saw with karate is that it was such a hard style that the only way I could really defend myself was by pulverizing the attacker. I would like to have an option to use hard force if I must , but to also defend myself without injuring anyone if at all possible. ( It may seem a little juvenile and impractical , but I would also be interested in training in a weapons style at some point , as I find it very interesting ) It would be nice , also , to train in a style that would improve my overall health. SO , if you have any advice for this lost kid , please let me know. I would as I dont often have time to check the groups , and feel free to ask any questions to help you better advise me ! Also , if you know of any places in the Cleveland , OH area worth considering , let me know 
",0,2139,razavai
"I must agree that Scott Meyers books are excellent and Marshall Cline has an excellent FAQ. In Scotts case , it is all presented like you must know all this stuff to be a good programmer. Maybe you do to be an effective C + + programmer. But the question is why should you have to come to grips with all this stuff when it could be avoided by better language design ? Having to know all this stuff so you dont continually get bitten in C + + is non-productive time and does not teach the underlying principles of programming. Ian Joyner Objects Unencapsulated Daniel , I can not begin to recommend Scott Meyers "" Effective C + + "" and "" More Effective C + + "" highly enough , although get the CD it is a much better value than buying the hardcopy versions. Marshall Cline has published a printed and more complete version of the C + + FAQ , and I find much of it useful , and much of it awfully obvious ( thats not a criticismconsider the audience for FAQs ) . A good C book , if you can find it , is "" C Traps and Pitfalls "" . Although it is C specific and doesnt get into OOP etc , there is a lot of good material in there that is applicable to both languages. Lin [ please reply to newsgroup only.thnaks ] As of late it seems like every question I have been asking has been classified as a "" classic C + + problem "" or "" an example of pure evil in C + + "" . I would like to know if there are any recommended texts that deal specifically with the "" classic problems "" ? I would much rather read through such a book and make myself readily aware of the C + + "" toughies "" and perhaps even be able to help others out rather than just post question after question and leech knowledge from the group. Danny Yoo __ 3rd year Business Admin & Computer Science Joint Major Simon Fraser University 
",0,1792,razavai
"I have been using Eveready rechargeable NiCads for up to three hours without running them down . 
",0,98,razavai
"They say he practised hard yesterday and he has ( to my knowledge ) not stated that he is injured ( although this in itself doesnt mean much ) . Does this mean something or nothing ? db As the NHL season dawns , so too begins another campaign of idle speculation and rumourmongering. I like it . 
",0,297,razavai
"Of course with the 32 bit drivers. Most later programs used them Would not have any bearing on the question. Ummhmmm. Does "" Gordon D. Anderson "" who asked the original question or his Windows 3x installation know that ? Win 31 does NOT have any problems with speed of 450 or higher. Use it everyday on different machines all + /- 450. Ummhmmm. With or without Win32S ? Alan Computers and people only do what you tell them to do , not what you intended to tell them to do. Consciousness , Physics and the Holographic Paradigm : 
",0,529,razavai
"My 11 YO son is pretty artsy and is interested in taking pictures. I want to buy him a modestly priced camera. He can be reasonably careful , but does have a younger brother who sometimes gets into his stuff. I am thinking about a used 35 mm SLR. Does anybody have any suggestions ? Larry Berk I started letting my 11 year old use my old Canon FTb last year , with supervision , and with good results. It is a match needle system that is easy to learn how to use even if you do not fully understand f stops and depth of field. He has used a point and shoot for several years and wanted something that looked as "" cool "" as my cameras. I am a manual camera nut and whether he sticks with manual cameras or not , he will at least have learned to use one. It was a great thrill for him to get back his first set of slides ! You can get a used FTb with 50 mm lens for 100 - 120 on E-bay. The FTb has a good reputation ( in my opinion ) . Tim Phipps 
",0,946,razavai
"Now you are tasting for 8/5 what Cons taste 24/7. Get the picture ? Think you have to guts , the fortitude , the Will to remain sane , safe and sound and get out and make it under such a regime ? Doubt it , you have experinaced trouble here already in doing so. LOTS OF LOVE MAX Max , While I am sure there are "" some "" ( translate to FEW ) cases of this with the Cons , you will find that in most cases the staff communicate very succintly what they want , but the con "" turns a deaf ear "" . Fraternally , Walt Sgt. NYSDOCS "" If ya cant do the time , dont do the crime ! "" Tony Barretta 
",0,589,razavai
"On Tue , 12 Oct 1999 -0700 , "" Chad Mulligan "" snip He hasnt rendered his decision yet. BTW , there is probably enough propaganda and historical ( hysterical ? ) anecdotes for a trial to be necessary. Then therell be the Caldera trial. That should be really interesting. Sound of wind and fury , signifying nothing. Regards Anthony | And when our worlds They fall apart When the walls come tumbling in Though we may deserve it It will be worth it - Depeche Mode | 
",0,465,razavai
"On Sun , 17 Oct 1999 , "" Graham C. Norris "" Symptoms , symptoms , symptoms ! What happens ? What does it say ? Does it trap ? Does it hang ? Give people SOMETHING to go on if you want help. Graham. THis startup command w/ the included rexx command did work before. Now running this startup.cmd w/ the included rexx command I get : If this is the start of the STARTUP.CMD file try putting a / / at the beginning of the file and place "" "" ( thats a single quote ) around the first eight ( 8 ) lines. IE : C : cd \ MMOS2 \ AP OR - split this into two files ( one STARTUP.CMD and the other STARTREX.CMD and call the STARTREX file from STARTUP. The REXX file would have all the stuff after the initial / Select Shutdown Sound Effect / line. I can capture these results : At this point the CMD command line processor is trying to execute your REXX commands and can not do it as the REXX processor is only loaded if the FIRST line in the file is a / / comment line SYS1041 : The name Sysini is not recognized as an internal or external command , operable program or batch file . 
",0,1073,razavai
"no , i dont know what "" cookies "" are. please enlighten me. this my first week on the web. what did you mean by ; where is the second bit ? 
",0,141,razavai
"On Thu , 14 Oct 1999 -0400 in comp.lang.c + + , "" Michael P. Ross "" Does anyone have a sample of this program C + + ? This issue is covered in Marshall Clines C + + FAQ. See the topic "" [ 5.2 ] How do I get comp.lang.c + + to do my homework problem for me ? "" It is always good to check the FAQ before posting. You can get the FAQ at : 
",0,337,razavai
"NOS = No One wanted it then , and it is old Sht now. M . 
",0,58,razavai
"Now , will the clock mechanism still work ? In other words , does any of the gear movement depend on an atmospheric pressure ? Probably not , though vacuum causes lubricating oils to dry a lot faster. I suppose I wont be able to hear the bongs or the music when the quarter hours are struck. Right ? Not if you are in a spacesuit with the clock on the surface , unless you get some vibration through the feet. I guess I will have some problems with the moon phase on the clock face. /BAH Just assume it is an Earth phase. As seen on the moon , Earth phase mirrors moon phase anyway. When we see the moon at 3/4 phase , on the moon the Earth appears at 1/4 phase . 
",0,665,razavai
"On Tue , 19 Oct 1999 + 1000 , "" Christopher Smith "" On Mon , 18 Oct 1999 + 1000 , an entity calling itself "" Christopher Smith "" uttered the following : | Strange. OE is usable but is only nice to the user. it is not recipient | friendly at all. After all , it is function is mainly , in part , to write to | others. They have to read what you send. Yes I do realise this. However , I am simply unable to locate a viable | alternative. I have tried Agent and Gravity - the former of which I didnt | like at all and the latter of which was far too unstable. Just out of curiosity , what was it exactly that you disliked about Agent ? When I tried to use it last it didnt support my scroll wheel , and articles wouldnt download and display automatically when selected. My Logitech scroll mouse works fine in Agent. Move the pointer over a window and move the wheel. What kind of mouse do you have ? To download and display an article you move the cursor ( bar ) over it and hit enter. If you are online it does it. If you are offline it dials up automagically and displays it. I dont seem to have the same problems as you. Are you running Agent under Wine or under real Windows ? Tek There were a few other minor niggles , but they were the main ones. I am giving X News a go now - I will see what it is like . 
",0,1310,razavai
"My CD-ROM drive gives me the message that it is not accessible the door on the drive will not open. When I boot up , the light on the drive door do not flash. Operating Win 98. HELP ! "" The CyberCitizen "" Before you buy. 1. Check the bios setting to see if there is a cdrom setting , or auto. Make sure it is set to either cdrom or auto for the proper device. 2. Check the power cable going to the CD Rom Drive. It only plugs in one way. 3. Check the IDE cable , is it plugged in ? Is the stripe on the cable on pin one ? 4. Check to make sure the slave and master is set correctly on the cdrom and any other device on that cable. Hope this helps. Chris Posted via CNET Help.com 
",0,680,razavai
"Nowhere in the article , did it say whether or not the stuff is toxic to other species. ( except humans ) If this stuff is toxic solely to the mosquito larvae , then it looks like a winner. If it is toxic to other forms , then there will be a problem. 9 out of 10 voices in my head say I am not crazy , so there. reply to squale5atgodotcom Up till now , I hadnt heard about any GM products that concerned me about their safety. A few transplanted genes arent going make a tomato feel pain or let you squeeze blood from a turnip. The worst scenario that seemed reasonable to me is that some agricultural product , like cotton , would turn into an insect-resistant , herbicide-resistant , uncontrollable weed. Sort of like accidentally inventing a new Kudzu vine. But I have recently learned about a new GMO that sounds really scary to me. It seems to me like the sort of GMO youd make if you were trying to destroy the environment. This is _Synechococcus_ blue-green algae modified with the addition of the Bt toxin from bacteria. You can read about Cyanotechs plan is to sell dried blue-green algae containing this toxin. The idea is that mosquito larvae eat algae , so treat bodies of water harboring mosquitoes with this algae , and the mosquitoes will be killed. Although the business model appears to be to sell killed algae , what happens if even one living cell of this algae escapes into the wild ? it is not just mosquito larvae that eat algae. _Daphnia_ ( the water flea ) feeds on it. Lots of stuff feeds on it. And other stuff ( like fish ) eat the mosquito larvae , the _Daphnia_ , etc. If this organism gets out of control , it could be devastating to the ecological web. If I were trying to design an anti- ecology weapon , I would choose blue-green algae as the vehicle , because it grows like crazy and can grow in almost any environment where life is found. And I would put something in it that hits the ecological web at its lowest levels , like the stuff that fish eat. I think the development of this product is very dangerous. No other GMO I have heard about has caused me a bit of concern I am very pro-GM. GM can replace synthetic chemical insecticides and improve product quality thats good. But this toxic algae could be like a germ warfare experiment , which we cant call back once it escapes. I think the development of this product is very irresponsible . 
",0,2385,razavai
"I have Creatives PC-DVD Encore , I am thinking of getting the SB Live Platinum and DTT2500 speakers. I think the SP/DIF output of the Encore plugs into the SP/DIF input of the DTT2500. That leaves its Digital DIN input free. But Creatives Web site has no reference to a Digital DIN output on the SB Live Platinum , only "" Digital Out ( front & rear S/PDIF output ) "" . So do I have to unplug the DVD and plug in the SB Live every time I want to switch from DVD to games ? The live-platinum/specs.html says : Expansion header for Optical Digital I/O card or Live ! ( tm ) Drive ( available separately ) So do I have to buy even more parts to connect these ? If anyone actually owns these three products and can explain how they plug together , I would really appreciate it. If anyone from Creative is reading , your web site does an APPALLING job of explaining how these three products plug together. = S Page William Gibson bibliography | loving Carmageddon ! | CHIC salute 
",0,975,razavai
"They say he practised hard yesterday and he has ( to my knowledge ) not stated that he is injured ( although this in itself doesnt mean much ) . Does this mean something or nothing ? I am normally a big naysayer when it comes to conspiracy theories , but this series of events does sound highly suspicious , especially with Snow practicing at full speed the day before he gets put on the injured list. I would not be at all surprised to see Snow land in Boston or Long Island before long , provided Sinden or Milbury can dump their high salaried goalies to someone else. Even if Snow gets dumped to points east , I dont see either Dafoe or Potvin arriving here. ( Potvin is a slight possibility forget Dafoe. ) I would not be at all surprised to see Burke dump Snow for some youth or draft picks , and just tough out the year with Legace and Weekes. The Canucks are at least a year or two away from contending , and they can address their goaltending needs at that time if need be. In the meantime , Snow is a highly disposable asset who helps them pay off contract buyout for "" The Key "" , money for Jovo and Aucoin , etc . 
",0,1126,razavai
"This is a message from Paul Lesurf of Blittersort posted to the Fusion Mailing List ; To all Amiga emulation users , Blittersoft would like to make a statement regarding the response to the Fusion PPC Amiga situation. Whilst Microcode Solutions announced the 60 day countdown on September 20th , there was not the required 500 prepayments that were supposed to trigger this. As announced by Microcode Solutions , Blittersoft made the commitment for 500 orders to enable this product to actually see the light of day. This was made with some confidence given the many users who stated they would pay after the countdown began. Unfortunately , despite over 600 pledges , we have seen about a third actually prepay. Many have declined to authorise and the situation is that we have backed this process believing the Amiga community who made a commitment would actually follow through and keep their word. This is despite the countdown being close to half way. Whilst I accept that there will be those who circumstances may effect the ability to complete their pledge , I think it is fair to say that this would cater for a handful. It is sad to report that many people who pledged must have done so without ever considering the consequences of failing to meet this pledge. Well , the consequences are that Blittersoft will not make this type of gesture again. The same situation could well happen with the PCx PC software. Again , there have been many requests ( about 350 ) and it is Microcodes intention is to begin the countdown for this after the Fusion PPC is released and 500 pledges become 500 payments. Blittersoft will be prepared to make the same gesture and back the product to the tune of 500 orders if we receive the level of support promised by the Amiga emulation community. Everyone knows the situation with Amiga development. Piracy is still a big problem and now it seems that even planned schemes to secure development can also not be trusted. The bottom line is that the Amiga needs quality support by it is users if there is still to be quality development. I will end with a simple request : If you did pledge your suppport to pre-pay Fusion PPC and have not done so , please reconsider and do so now. Best wishes , Paul Lesurf Blittersoft see "" How to Overclock ! "" Got an overclocking story to tell of /any/ kind ? Send it to me and I will post it to my "" Overclockers Web Page "" . 
",0,2404,razavai
"i need to know the name of that big item on the right 
",0,55,razavai
"To Carny : Hee hee ! - - - - Every society honors its live conformists and its dead troublemakers. Mignon McLaughlin 
",0,118,razavai
